SLNo,BHK_Type,Property_Name,Property_Type,Beds,Bathroom,Balcony,Address,City,State_code,Country,Landmarks
997,2,2BHK Multistorey Apartment for Resale in Tirumalagiri,Apartment,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Mahalaxmiganapati temple
998,3,3BHK Villa for Resale in Kongara Kalan,Villa,3,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
999,4,4BHK Penthouse for Resale in Kondapur,Penthouse,4,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Surya Towers
1000,3,3BHK Multistorey Apartment for Resale in Ashoka Liviano at Nanakaramguda,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Netaji park.
1001,3,3BHK Multistorey Apartment for New Property in Rasun Ace Elysian at Kondapur,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Kims hospital
1002,3,3BHK Residential House for New Property in Ameenpur,Residential House,3,4,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Near BRAMARAMBHA Mallikarjuna TEMPLE ,"
1003,3,3BHK Multistorey Apartment for Resale in GHR Titania at Kondapur,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Great schools like Chirec, Meru are within the vicinity."
1004,2,2BHK Residential House for Resale in Chanda Nagar,Residential House,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1005,3,3BHK Residential House for Resale in Bandlaguda Colony,Residential House,3,3,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1006,4,4BHK Residential House for New Property in Hastinapuram,Residential House,4,4,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1007,6,"6BHK Residential House for Resale in Boduppal, NH 2 2",Residential House,6,7,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,mallanna temple
1008,3,3BHK Multistorey Apartment for Resale in Ravindra Nagar Habsiguda,Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1009,3,3BHK Multistorey Apartment for Resale in Accurate Wind Chimes at Shankarpalli Hyderabad Road,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sri chaitanya Junior College.
1010,4,4BHK Villa for Resale in Shamshabad,Villa,4,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Shamshabad, close to Tukkuguda ORR Exit no14."
1011,3,"3BHK Multistorey Apartment for Resale in Ibis at Quli Qutub Shah Layout, Narsingi",Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Hallmark Tranquil Apartment
1012,3,3BHK Multistorey Apartment for Resale in Aakriti Honey dew at Osman Nagar,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Proximity to International School
1013,3,3BHK Villa for Resale in Ramachandrapuram,Villa,3,4,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Seeds school
1014,3,3BHK Multistorey Apartment for Resale in My Home Vihanga at TNGOS Colony,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Q City
1015,10,10BHK Residential House for Resale in Jagathgiri Gutta,Residential House,10,9,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1016,3,3BHK Multistorey Apartment for Resale in Bhaswini City Square at Bachupally,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,near kesav reddy school
1017,10,"10BHK Residential House for Resale in Abids, NH 7",Residential House,10,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Taj Mahal hotel
1018,3,3BHK Multistorey Apartment for Resale in Gachibowli,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Delhi Public School
1019,3,3BHK Multistorey Apartment for New Property in Kompally,Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,near Aparna palm grove.
1020,3,"3BHK Multistorey Apartment for Resale in NMR Lotus at Saroornagar, NH 9",Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Hanuman temple
1021,4,4BHK Villa for Resale in Saavan Townhomes and Villas at Sai Enclave Yapral,Villa,4,5,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1022,3,3BHK Villa for Resale in Praneeth Pranav Leaf at Mallampet Road,Villa,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Academic Heights Public School
1023,3,3BHK Multistorey Apartment for New Property in Lansum Eden Gardens at Kondapur,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Opp. Vijetha Super Market Road, Masjid banda"
1024,3,"3BHK Multistorey Apartment for Resale in Erragadda, NH 9",Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Erragadda Metro Station  Indian institute of health and family welfare Telangana State pharmacy council
1025,4,4BHK Residential House for Resale in Yapral,Residential House,4,4,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Kalyan Gardens
1026,2,2BHK Villa for Resale in Dammaiguda,Villa,2,2,4,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Nalla Pochamma temple
1027,4,4BHK Multistorey Apartment for Resale in Trendset Jayabheri Elevate at Kondapur,Apartment,4,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,TCS office
1028,3,3BHK Multistorey Apartment for Resale in Manikonda Jagir,Apartment,3,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1029,3,3BHK Multistorey Apartment for Resale in Brigade Citadel at Moti Nagar Erragadda,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Erragadda Metro station kalpataru residency vijetha super market
1030,4,4BHK Villa for Resale in Om Sree Malabar Greens at Yapral,Villa,4,5,4,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sai Baba temple
1031,3,3BHK Villa for Resale in Tripura Landmark III at Bowrampet Road,Villa,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Bowrampet Back side sri Chaitanya nion accodomy junior collage Bowrampet Hyderabad Telangana 500043
1032,3,"3BHK Multistorey Apartment for Resale in My Home Tridasa at Tellapur, Outer Ring Road",Apartment,3,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Meru International School
1033,2,"2BHK Multistorey Apartment for Resale in My Home Avatar at Narsingi, Outer Ring Road",Apartment,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1034,4,4BHK Residential House for Resale in Aditya Nagar Gurram Guda,Residential House,4,5,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sai Baba temple
1035,3,"3BHK Builder Floor Apartment for Resale in Deepthisri Nagar, NH 9",Builder Floor Apartment,3,3,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Delhi public school infinity world school
1036,3,3BHK Residential House for Resale in Hayathnagar Khalsa,Residential House,3,3,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sangam hotel
1037,4,"4BHK Multistorey Apartment for Resale in Padmaja Residency at Banjara Hills, NH 9",Apartment,4,3,4,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Very conveniently located close to Punjagutta, J hills check post, KBR"
1038,3,3BHK Multistorey Apartment for Resale in Brigade Citadel at Moti Nagar Erragadda,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1039,3,3BHK Villa for Resale in Beeramguda Ramachandrapuram,Villa,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1040,3,"3BHK Residential House for New Property in Alkapur Township, Manikonda, Outer Ring Road",Residential House,3,3,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Badminton Wings
1041,2,2BHK Multistorey Apartment for Resale in Sumadhuras Gardens By The Brook at Shamshabad,Apartment,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1042,3,3BHK Multistorey Apartment for Resale in Brigade Citadel at Moti Nagar Erragadda,Apartment,3,3,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1043,4,4BHK Villa for Resale in Prajay Maheswaram Township at Maheshwaram,Villa,4,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1044,5,5BHK Villa for New Property in Kapra,Villa,5,5,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Kapra lake
1045,6,6BHK Residential House for Resale in Film Nagar,Residential House,6,6,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Lotus pond park
1046,3,3BHK Villa for New Property in Vanasthali Hills,Villa,3,4,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,indus school
1047,3,3BHK Builder Floor Apartment for Resale in Puppalguda,Builder Floor Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Golden Temple
1048,3,3BHK Villa for Resale in ,Villa,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,academic heights public school Sri Chaitanya school
1049,3,3BHK Residential House for Resale in Subha Gruha Sukrithi Ananthika at Kondakal,Residential House,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Lahari Jade residenza is bhanur , Hyderabad ::::this is very good gatted"
1050,3,3BHK Multistorey Apartment for New Property in Suchitra,Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Bata showroom
1051,3,3BHK Multistorey Apartment for Resale in Saket Pranamam at Kompally,Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,St Annes school
1052,3,3BHK Multistorey Apartment for Resale in NCC Cyber Urbania at Osman Nagar,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Muppa Indraprastha.
1053,3,3BHK Villa for Resale in Teja Home at Rangapuram Miyapur,Villa,3,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,It is on the Nizampet-Miyapur road opposite to Budha Virtue Heights
1054,3,3BHK Villa for Resale in Mallampet Road,Villa,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Shakthi Enclave Swayamkrushi St Mallampet Hyderabad Telangana 502325
1055,3,3BHK Multistorey Apartment for Resale in Archstone Apartments at Bandlaguda Jagir,Apartment,3,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Next to K.K.Convention Hall and back entry gate of Glendale school
1056,3,3BHK Multistorey Apartment for Resale in Aparna Sarovar Zenith at Nalagandla,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Close to NH 65, near citizen hospital, many schools and shopping mall,"
1057,3,3BHK Villa for Resale in Sree Vaishno Enclave at Kompally,Villa,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,SNR Gardens
1058,3,3BHK Multistorey Apartment for Resale in Seethaphalmandi,Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Sai Baba temple
1059,2,2BHK Multistorey Apartment for Resale in Nizampet,Apartment,2,2,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Water Tank Lane, Near Sri Chaitanya Junior College."
1060,3,3BHK Multistorey Apartment for Resale in Kakatiya Elite I  at Gopanpalle,Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,"Social 99 Drive in, Opposite to Navodaya School."
1061,3,"3BHK Multistorey Apartment for Resale in Kokapet, Outer Ring Road",Apartment,3,3,4,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Global Edge International School
1062,2,2BHK Villa for Resale in BHEL Employees Cyber Colony at Osman Nagar,Villa,2,2,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Delhi Public schoo
1063,3,3BHK Residential House for Resale in Turkayamjal,Residential House,3,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1064,2,2BHK Residential House for Resale in Ameenpur,Residential House,2,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1065,3,3BHK Multistorey Apartment for Resale in Ark Samyak at Bachupally,Apartment,3,3,,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Beside Reliance Smart
1066,3,3BHK Multistorey Apartment for Resale in Adi Sarovar at Kondapur,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1067,2,2BHK Residential House for Resale in BN Reddy Nagar Saroor Nagar East,Residential House,2,2,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,BN Reddy function hall
1068,2,"2BHK Multistorey Apartment for Resale in Gp Elite at Banjara Hills, NH 9",Apartment,2,2,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Asha Hospital
1069,3,3BHK Multistorey Apartment for Resale in SSVS Jackies RK Square at Medipally,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,D mart.
1070,3,3BHK Multistorey Apartment for Resale in Aliens Space Station at Gachibowli,Apartment,3,3,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Manthan International School
1071,3,3BHK Multistorey Apartment for New Property in Chilcon Mayan  at Manikonda Jagir,Apartment,3,3,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Hyderabad Reeation Club
1072,4,4BHK Residential House for Resale in Phase 6 KPHB,Residential House,4,4,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,
1073,4,"4BHK Villa for Resale in Tellapur, Outer Ring Road",Villa,4,5,3,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Birla open minds international school
1074,3,3BHK Multistorey Apartment for Resale in Kharmanghat,Apartment,3,3,1,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Ratnadeep supermarket
1075,4,"4BHK Villa for New Property in Gem Estrella Kuber at Kollur, Outer Ring Road",Villa,4,6,2,"Hyderabad, Andhra Pradesh",Hyderabad,Andhra Pradesh,India,Entrance of Kollur Village. Abutting ORR  Service Road
1076,2,2BHK Multistorey Apartment for New Property in KVG Aster at Raghavendra Nagar Kalkere,Apartment,2,2,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,"Located in the popular residential address of Ramamurthy nagar, Bangal"
1077,2,2BHK Multistorey Apartment for Resale in Prestige Primrose Hills at Block 4th Stage 6th Banashankari,Apartment,2,2,1,"Bangalore, Karnataka",Bangalore,Karnataka,India,"Metro Station, Major malls and schools"
1078,4,"4BHK Multistorey Apartment for New Property in Pattandur Agrahara, Whitefield",Apartment,4,4,4,"Bangalore, Karnataka",Bangalore,Karnataka,India,"at ECC Main Road, near ITPL, Pattandur Agrahara, Whitefield, Bangalore"
1079,3,"3BHK Multistorey Apartment for New Property in Kammagondahalli, Jalahalli",Apartment,3,3,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,"Kammagondahalli Lake, Yashwantpur Railway Station, 4 Metro Station."
1080,2,2BHK Multistorey Apartment for New Property in Ramky One Karnival at Neeladri Nagar,Apartment,2,2,1,"Bangalore, Karnataka",Bangalore,Karnataka,India,Neo Town Road
1081,4,4BHK Multistorey Apartment for Resale in  L&T Raintree Boulevard at Hebbal,Apartment,4,4,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,
1082,2,"2BHK Multistorey Apartment for New Property in Hosa Road, off Hosur Road",Apartment,2,2,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,"Mahaveer Trident in Hosa Road, Bangalore South is a Housing Society"
1083,2,2BHK Multistorey Apartment for New Property in Phase 2 Electronic City,Apartment,2,2,,"Bangalore, Karnataka",Bangalore,Karnataka,India,Landmark Brookfield High School
1084,3,3BHK Multistorey Apartment for Resale in Godrej Woodsman Estate at Hebbal,Apartment,3,3,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,Aster cmi  manipal hospital.
1085,2,2BHK Multistorey Apartment for Resale in Prestige Finsbury Park at Bagalur Main Road,Apartment,2,2,1,"Bangalore, Karnataka",Bangalore,Karnataka,India,Provident project
1086,2,2BHK Multistorey Apartment for Resale in Anchepalya,Apartment,2,2,1,"Bangalore, Karnataka",Bangalore,Karnataka,India,Nagasandra Metro Station
1087,3,3BHK Multistorey Apartment for New Property in Vijaya Bank Layout Bommanahalli,Apartment,3,3,3,"Bangalore, Karnataka",Bangalore,Karnataka,India,Near to Schools and Shopping area Etc
1088,4,4BHK Multistorey Apartment for New Property in Karle Zenith at Hebbal,Apartment,4,5,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,Manyatha Tech Park
1089,3,3BHK Multistorey Apartment for New Property in Coevolve Florenza at Sarjapura Attibele Road,Apartment,3,3,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,"4 km from D Mart Super Market, Sarjapur Police Station n Prestige City"
1090,3,3BHK Multistorey Apartment for New Property in DNR Parklink Phase 1 at Hennur Main Road,Apartment,3,3,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,Close to IT HUB
1091,3,3BHK Multistorey Apartment for New Property in Rohan Ekanta at Gunjur,Apartment,3,2,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,"Bellandur Railway Station, International Tech ParkMind Comp Tech Park"
1092,3,3BHK Multistorey Apartment for Resale in Hiranandani Glen Gate at Hebbal,Apartment,3,2,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,Hebbal Main road
1093,3,3BHK Multistorey Apartment for Resale in Prestige Falcon City at Kanakapura Road,Apartment,3,5,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,
1094,2,2BHK Multistorey Apartment for Resale in Prestige Falcon City at Kanakapura Road,Apartment,2,2,1,"Bangalore, Karnataka",Bangalore,Karnataka,India,konanakunte metro station
1095,4,4BHK Multistorey Apartment for Resale in Prestige Misty Waters at Hebbal,Apartment,4,4,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,Hebbal
1096,3,"3BHK Multistorey Apartment for Resale in Amarjyothi Colony, Hebbal",Apartment,3,3,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,Mall of Asia
1097,3,3BHK Multistorey Apartment for Resale in Ramki Silver Springs at Sector 2 HSR Layout,Apartment,3,2,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,"this apartment offers easy access to schools, colleges, hospitals,"
1098,2,2BHK Multistorey Apartment for Resale in GR Sunshine at Carmelaram,Apartment,2,2,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,Carmelaram
1099,4,"4BHK Multistorey Apartment for New Property in Skav Bliss at Richards Town, Richards Town",Apartment,4,4,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,Richards Town
1100,2,2BHK Multistorey Apartment for Resale in Provident Park Square at Kanakapura Road,Apartment,2,2,1,"Bangalore, Karnataka",Bangalore,Karnataka,India,"Kanakapura Road, Bangalore"
1101,3,3BHK Multistorey Apartment for Resale in Renaissance Temple Bells at 1st Block Rajajinagar,Apartment,3,3,3,"Bangalore, Karnataka",Bangalore,Karnataka,India,Orion mall iskon temple world trade center.
1102,2,2BHK Multistorey Apartment for Resale in SJR LUXURIA at Bannerghatta Main Road,Apartment,2,2,1,"Bangalore, Karnataka",Bangalore,Karnataka,India,"Arekere MICO Layout 2nd stage, Omkar Nagar"
1103,3,3BHK Multistorey Apartment for Resale in Sobha Indraprastha at Rajajinagar,Apartment,3,3,3,"Bangalore, Karnataka",Bangalore,Karnataka,India,Lulu Hypermarket
1104,2,2BHK Multistorey Apartment for New Property in Kino At Brigade Orchards at Devanahalli,Apartment,2,2,1,"Bangalore, Karnataka",Bangalore,Karnataka,India,10 mins from International Airport
1105,3,3BHK Multistorey Apartment for New Property in Mana Tropicale at Sarjapur Road,Apartment,3,2,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,Sarjapur
1106,3,3BHK Multistorey Apartment for New Property in Sobha Neopolis at J Layout,Apartment,3,2,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,Centre RMZ Ecoworld  3 km     Pritech IT Park  2 km
1107,3,3BHK Builder Floor Apartment for New Property in ,Builder Floor Apartment,3,2,2,"Bangalore, Karnataka",Bangalore,Karnataka,India,Bangalore University - 6 KmKengeri Railway Station - 2 Km
1108,2,2BHK Multistorey Apartment for New Property in Goyal Orchid Life at Gunjur,Apartment,2,2,,"Bangalore, Karnataka",Bangalore,Karnataka,India,
