SLNo,Furnished_status,Facing,Car_Parking,Type_of_ownership,Booking_amount,Buy_total_price
3972,Semi-Furnished,,"1 Covered, 1 Open",,0,4500000
3973,Semi-Furnished,West,,Freehold,200000,4600000
3974,Unfurnished,East,,Freehold,0,2950000
3975,Furnished,North - East,502 Covered,Co-operative Society,0,25000000
3976,Unfurnished,,,,0,7000000
3977,Furnished,,"1 Covered, 1 Open",,0,3200000
3978,Unfurnished,East,,Freehold,0,6000000
3979,Furnished,North,,Co-operative Society,0,12500000
3980,Unfurnished,East,"1 Covered, 1 Open",Freehold,0,9000000
3981,Unfurnished,South -West,,Freehold,500000,11500000
3982,Unfurnished,,,Freehold,0,2500000
3983,Furnished,North,,Freehold,0,4200000
3984,Unfurnished,North - East,,,0,3500000
3985,Semi-Furnished,,,,150000,3350000
3986,Furnished,,,Freehold,0,1480000
3987,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,4000000
3988,Semi-Furnished,East,,Freehold,100000,9500000
3989,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,4250000
3990,Semi-Furnished,,,,0,6500000
3991,Unfurnished,North,"1 Covered, 1 Open",Co-operative Society,0,4500000
3992,Unfurnished,,,Freehold,500000,8200000
3993,Unfurnished,East,,,500000,4200000
3994,Semi-Furnished,,"1 Covered, 1 Open",Freehold,0,3300000
3995,Unfurnished,,,,200000,3700000
3996,Unfurnished,North - East,,Freehold,200000,5400000
3997,Unfurnished,,,,0,2800000
3998,Unfurnished,,,,50000,7800000
3999,Furnished,South -West,,Co-operative Society,0,4800000
4000,Semi-Furnished,East,2 Covered,Freehold,0,6650000
4001,Unfurnished,,,,0,8800000
4002,Semi-Furnished,,,,0,4500000
4003,Unfurnished,North,,Freehold,100000,5800000
4004,Unfurnished,East,,Co-operative Society,0,10500000
4005,Semi-Furnished,East,"2 Covered, 1 Open",Co-operative Society,0,6400000
4006,Unfurnished,East,,Freehold,0,8500000
4007,Semi-Furnished,,,,2500000,8100000
4008,Unfurnished,East,1 Covered,Freehold,200000,4500000
4009,Unfurnished,South,,Freehold,100000,7700000
4010,Unfurnished,,,,0,8400000
4011,Semi-Furnished,,,,0,45000000
4012,Unfurnished,,"1 Covered, 1 Open",Co-operative Society,0,5500000
4013,Unfurnished,East,,Freehold,0,15000000
4014,Unfurnished,,"1 Covered, 1 Open",,500000,9850000
4015,Semi-Furnished,,"1 Covered, 1 Open",,0,6000000
4016,Unfurnished,,,,200000,4600000
4017,Furnished,North,"1 Covered, 1 Open",Freehold,0,7200000
4018,Unfurnished,East,,Freehold,21000,5200000
4019,Semi-Furnished,North,"1 Covered, 1 Open",Freehold,200000,3800000
4020,Semi-Furnished,North - East,1 Covered,Freehold,100000,3000000
4021,Semi-Furnished,,"1 Covered, 1 Open",,70000,2300000
4022,Unfurnished,,"1 Covered, 1 Open",,0,17600000
4023,Semi-Furnished,North - East,,Freehold,0,5700000
4024,Unfurnished,West,,Freehold,0,17000000
4025,Furnished,East,"1 Covered, 1 Open",Freehold,0,22500000
4026,Unfurnished,,"1 Covered, 1 Open",,0,25000000
4027,Unfurnished,East,2 Covered,Freehold,100000,12700000
4028,Unfurnished,East,1 Covered,,0,8300000
4029,Semi-Furnished,East,,Freehold,1100000,13000000
4030,Semi-Furnished,North,"1 Covered, 1 Open",,0,16000000
4031,Unfurnished,,,,500000,6500000
4032,Furnished,,,,0,2700000
4033,Semi-Furnished,South - East,,Freehold,100000,6200000
4034,Semi-Furnished,West,,Co-operative Society,0,12000000
4035,Unfurnished,East,,Freehold,2500000,25000000
4036,Unfurnished,,,Freehold,0,5400000
4037,Furnished,East,1 Covered,Co-operative Society,250000,6500000
4038,Furnished,,,,100000,4500000
4039,Furnished,,,,0,21000000
4040,Semi-Furnished,,"1 Covered, 1 Open",,500000,21600000
4041,Semi-Furnished,,,,500000,7500000
4042,Unfurnished,East,,Freehold,100000,8000000
4043,Furnished,,"1 Covered, 1 Open",Freehold,200000,5350000
4044,Unfurnished,South,,Freehold,0,14000000
4045,Unfurnished,East,,Freehold,100000,4700000
4046,Semi-Furnished,,,,0,12500000
4047,Unfurnished,East,1 Open,Freehold,0,10100000
4048,Unfurnished,North,,Freehold,0,5050000
4049,Unfurnished,East,,Co-operative Society,50000,2850000
4050,Unfurnished,North - West,,Freehold,0,9500000
4051,Unfurnished,,,,0,2500000
4052,Unfurnished,East,,Co-operative Society,370000,3700000
4053,Unfurnished,South,,Freehold,1100000,11800000
4054,Unfurnished,South -West,,Freehold,0,7250000
4055,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,3000000
4056,Semi-Furnished,East,"1 Covered, 1 Open",Co-operative Society,100000,4500000
4057,Furnished,,,,200000,10500000
4058,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,3200000
4059,Furnished,,,,0,8500000
4060,Unfurnished,,"1 Covered, 1 Open",,200000,5900000
4061,Semi-Furnished,South - East,,Freehold,100000,4500000
4062,Unfurnished,East,,Freehold,50000,6500000
4063,Unfurnished,North - West,,Freehold,150000,4200000
4064,Furnished,East,,,0,11100000
4065,Unfurnished,East,,Freehold,0,2200000
4066,Furnished,,"1 Covered, 1 Open",,1100000,27500000
4067,Unfurnished,,,,0,1700000
4068,Unfurnished,East,,Freehold,600000,5400000
4069,Furnished,East,"1 Covered, 1 Open",Co-operative Society,0,15500000
4070,Furnished,,"1 Covered, 1 Open",,0,4000000
4071,Unfurnished,,,,0,5700000
4072,Unfurnished,East,,,0,2500000
4073,Unfurnished,,,,0,4100000
4074,Unfurnished,East,1 Covered,Freehold,100000,1550000
4075,Semi-Furnished,,1 Covered,Freehold,25000,10000000
4076,Semi-Furnished,North,50 Covered,Co-operative Society,0,4500000
4077,Unfurnished,East,,Freehold,0,4600000
4078,Furnished,East,,Freehold,0,23500000
4079,Semi-Furnished,,,Freehold,0,10900000
4080,Semi-Furnished,North,1 Covered,Co-operative Society,600000,6000000
4081,Unfurnished,,,,0,11000000
4082,Unfurnished,East,"1 Covered, 1 Open",Leasehold,0,3450000
4083,Semi-Furnished,East,6 Covered,Freehold,0,41500000
4084,Unfurnished,,,Freehold,0,5500000
4085,Unfurnished,,"1 Covered, 1 Open",Co-operative Society,500000,8400000
4086,Furnished,East,1 Covered,Co-operative Society,1500000,26000000
4087,Unfurnished,West,"1 Covered, 1 Open",Freehold,100000,18000000
4088,Unfurnished,North - East,,Power Of Attorney,2000000,20000000
4089,Semi-Furnished,East,,Freehold,0,5500000
4090,Unfurnished,East,,,0,2600000
4091,Unfurnished,East,,Freehold,100000,4550000
4092,Semi-Furnished,East,"1 Covered, 1 Open",Co-operative Society,0,4320000
4093,Furnished,North - East,,Freehold,0,10000000
4094,Unfurnished,North - East,"1 Covered, 1 Open",Freehold,0,17000000
4095,Unfurnished,South - East,,Freehold,100000,5000000
4096,Semi-Furnished,,,,0,5500000
4097,Furnished,North,,Freehold,0,3800000
4098,Unfurnished,East,,Freehold,100000,2500000
4099,Unfurnished,East,,,0,3800000
4100,Unfurnished,East,1 Covered,Freehold,100000,8000000
4101,Unfurnished,East,"1 Covered, 1 Open",Co-operative Society,0,8900000
4102,Furnished,West,2 Covered,Freehold,1100000,13000000
4103,Unfurnished,,"1 Covered, 1 Open",,51000,2300000
4104,Semi-Furnished,East,,Freehold,0,7500000
4105,Furnished,,"1 Covered, 1 Open",,0,6600000
4106,Semi-Furnished,East,3 Covered,Freehold,2100000,31000000
4107,Unfurnished,East,2 Covered,Freehold,150000,21500000
4108,Semi-Furnished,North - East,,Freehold,100000,8000000
4109,Semi-Furnished,,,,100000,4500000
4110,Furnished,North - West,,Freehold,0,7800000
4111,Semi-Furnished,North,1 Covered,,0,4000000
4112,Furnished,West,1 Covered,Freehold,500000,10800000
4113,Furnished,,"1 Covered, 1 Open",,0,5500000
4114,Unfurnished,East,"1 Covered, 1 Open",Freehold,0,30000000
4115,Semi-Furnished,,1 Covered,Freehold,0,14500000
4116,Semi-Furnished,,,,0,4500000
4117,Unfurnished,East,1 Covered,Freehold,250000,7200000
4118,Unfurnished,,,,0,10000000
4119,Unfurnished,West,1 Covered,Freehold,0,5900000
4120,Unfurnished,East,4 Covered,Freehold,0,31700000
4121,Semi-Furnished,East,,Power Of Attorney,0,4100000
4122,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,0,5100000
4123,Unfurnished,,,,0,31000000
4124,Unfurnished,East,,Freehold,0,5350000
4125,Furnished,East,,Freehold,0,7200000
4126,Unfurnished,East,1 Covered,Co-operative Society,100000,6000000
4127,Furnished,North - East,,Co-operative Society,0,5000000
4128,Unfurnished,West,,Freehold,0,5600000
4129,Furnished,,,,1000000,28000000
4130,Furnished,,,,0,17500000
4131,Semi-Furnished,West,,Leasehold,0,5500000
4132,Unfurnished,,"1 Covered, 1 Open",,0,4900000
4133,Unfurnished,,,,100000,2600000
4134,Semi-Furnished,West,"1 Covered, 1 Open",,0,8500000
4135,Furnished,North - East,,Freehold,151000,4200000
4136,Unfurnished,East,,Freehold,0,2650000
4137,Semi-Furnished,North - East,,Co-operative Society,50000,2200000
4138,Unfurnished,East,,Co-operative Society,50000,2000000
4139,Furnished,,,,500000,7500000
4140,Semi-Furnished,,,,0,8800000
4141,Furnished,North - East,1 Covered,Freehold,0,7300000
4142,Unfurnished,West,"1 Covered, 1 Open",Freehold,200000,7100000
4143,Furnished,,"1 Covered, 1 Open",,0,8500000
4144,Unfurnished,East,,Freehold,0,5000000
4145,Semi-Furnished,East,1 Covered,Freehold,100000,4800000
4146,Furnished,North - East,"1 Covered, 1 Open",Freehold,200000,5600000
4147,Furnished,North - East,,Freehold,0,6500000
4148,Semi-Furnished,,,,0,4100000
4149,Unfurnished,,"1 Covered, 1 Open",,0,8000000
4150,Unfurnished,North,1 Covered,Freehold,0,11400000
4151,Unfurnished,,,,0,4950000
4152,Unfurnished,,"1 Covered, 1 Open",,0,6000000
4153,Semi-Furnished,,,,0,8500000
4154,Unfurnished,North,"1 Covered, 1 Open",,0,6500000
4155,Unfurnished,West,2 Covered,Freehold,0,9100000
4156,Unfurnished,West,"1 Covered, 1 Open",Freehold,0,9500000
4157,Unfurnished,North - East,,Co-operative Society,100000,7500000
4158,Furnished,East,1 Covered,,0,8500000
4159,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,17000000
4160,Unfurnished,East,,Freehold,500000,8000000
4161,Unfurnished,,,,1100000,9000000
4163,Unfurnished,,,Freehold,0,4500000
4164,Semi-Furnished,South - East,20 Open,Co-operative Society,0,5000000
4165,Furnished,East,,,0,10500000
4166,Unfurnished,,,Freehold,0,2550000
4167,Unfurnished,East,,Freehold,0,3000000
4168,Furnished,,1 Covered,Freehold,610000,5100000
4169,Semi-Furnished,,"1 Covered, 1 Open",,0,5000000
4170,Semi-Furnished,North,1 Open,Freehold,0,3500000
4171,Furnished,North - East,1 Covered,Freehold,500000,9500000
4172,Semi-Furnished,,,,0,7000000
4173,Semi-Furnished,,,,0,4500000
4174,Unfurnished,,,Freehold,300000,4700000
4175,Unfurnished,East,,Freehold,500000,3000000
4176,Unfurnished,West,,Freehold,100000,11000000
4177,,North,1 Covered,Co-operative Society,1500000,4200000
4178,Unfurnished,East,1 Open,Co-operative Society,500000,4500000
4179,Unfurnished,East,,Freehold,200000,7500000
4181,Semi-Furnished,,,,1000000,8000000
4182,Unfurnished,,,,0,6000000
4183,Unfurnished,East,1 Covered,Freehold,100000,5600000
4184,Unfurnished,East,2 Covered,Co-operative Society,0,17900000
4185,Unfurnished,North - East,1 Open,Freehold,100000,5200000
4186,Unfurnished,East,1 Covered,Freehold,100000,7800000
4187,Semi-Furnished,North - East,1 Covered,Freehold,200000,9000000
4188,Unfurnished,East,1 Open,Freehold,100000,6830000
4189,Unfurnished,East,2 Covered,Freehold,1500000,26600000
4190,Unfurnished,East,"1 Covered, 1 Open",Freehold,100000,4640000
4191,Unfurnished,East,1 Covered,Freehold,100000,8300000
4192,Unfurnished,East,1 Covered,Freehold,100000,9750000
4193,Furnished,East,"1 Covered, 1 Open",Freehold,500000,12000000
4194,Unfurnished,East,2 Covered,Freehold,500000,58700000
4195,Unfurnished,East,2 Covered,Freehold,1000000,22900000
4196,Unfurnished,North,2 Covered,Freehold,500000,22500000
4197,Unfurnished,East,2 Covered,Freehold,2500000,22400000
4198,Unfurnished,East,3 Covered,Freehold,500000,28600000
4199,Unfurnished,North - East,1 Covered,Freehold,100000,6700000
4200,Unfurnished,East,1 Covered,Freehold,100000,7200000
4201,Unfurnished,East,"2 Covered, 2 Open",Freehold,200000,11500000
4202,Furnished,East,"1 Covered, 1 Open",Freehold,500000,7200000
4203,Unfurnished,East,1 Covered,Freehold,500000,11400000
4204,Unfurnished,East,2 Covered,Freehold,100000,7400000
4205,Unfurnished,East,2 Covered,Freehold,100000,9800000
4206,Unfurnished,East,,Freehold,200000,5200000
4207,Unfurnished,West,2 Covered,Freehold,100000,7800000
4208,Unfurnished,,,,0,9400000
4209,Furnished,West,1 Covered,Freehold,1100000,15400000
4210,Unfurnished,North - East,"1 Covered, 1 Open",Freehold,500000,25500000
4211,Unfurnished,East,2 Covered,Freehold,500000,10500000
4212,Unfurnished,East,"2 Covered, 2 Open",Freehold,551000,57500000
4213,Unfurnished,West,"3 Covered, 3 Open",Freehold,2500000,74500000
4214,Unfurnished,East,"1 Covered, 1 Open",Freehold,100000,8400000
4215,Unfurnished,North - East,1 Covered,Freehold,100000,24200000
4216,Semi-Furnished,North - East,1 Covered,Freehold,200000,14500000
4217,Unfurnished,East,1 Covered,Freehold,500000,7500000
4218,Unfurnished,East,,Freehold,100000,9000000
4219,Unfurnished,East,"3 Covered, 2 Open",Freehold,1000000,145000000
4220,Unfurnished,North - East,2 Covered,Freehold,0,35000000
4221,Unfurnished,North,3 Covered,Freehold,100000,46900000
4222,Unfurnished,,,,0,2700000
4223,Semi-Furnished,,,,0,4200000
4224,Semi-Furnished,North,,Freehold,0,4300000
4225,Semi-Furnished,East,,Freehold,0,3500000
4226,Semi-Furnished,,,,0,4000000
4227,,,,,0,3600000
4228,Unfurnished,,,,0,2000000
4229,Semi-Furnished,,,,500000,5000000
4230,Semi-Furnished,East,1 Covered,Freehold,0,8500000
4231,Semi-Furnished,East,,Freehold,100000,7200000
4232,Unfurnished,North,601 Covered,Freehold,51000,6600000
4233,Unfurnished,East,,Freehold,0,1500000
4234,Unfurnished,,,Freehold,0,7000000
4235,Unfurnished,West,,Freehold,0,3800000
4236,Semi-Furnished,,"1 Covered, 1 Open",,100000,2700000
4237,Unfurnished,North - East,,Co-operative Society,300000,2950000
4238,Semi-Furnished,East,"1 Covered, 1 Open",,500000,7000000
4239,Unfurnished,East,,Leasehold,0,5000000
4240,Semi-Furnished,,,Freehold,200000,2500000
4241,Furnished,,,,51000,2100000
4242,Furnished,North,,,100000,2600000
4243,Semi-Furnished,,,,0,2500000
4244,Unfurnished,South - East,1 Covered,Freehold,100000,5200000
4245,Unfurnished,,,,0,2500000
4246,Unfurnished,,,Freehold,100000,7700000
4247,Unfurnished,,,,0,9900000
4248,Furnished,,,,0,5200000
4249,Furnished,North,,Freehold,100000,4500000
4250,Semi-Furnished,,,,0,5500000
4251,Unfurnished,,,Freehold,100000,6400000
4252,Furnished,,,,0,5600000
4253,Unfurnished,East,,Co-operative Society,100000,5800000
4254,Unfurnished,East,,Co-operative Society,1000000,4500000
4255,Furnished,North - West,,Co-operative Society,0,14400000
4256,Furnished,North - East,,Freehold,150000,4600000
4257,Unfurnished,,,,500000,7500000
4258,Semi-Furnished,,,,0,8500000
4259,Unfurnished,,,Freehold,0,11000000
4260,Furnished,East,1 Covered,Freehold,0,5500000
4261,Semi-Furnished,,,,0,5190000
4262,Semi-Furnished,North - East,,Freehold,0,10000000
4263,Semi-Furnished,North,,Co-operative Society,100000,3500000
4264,,,,,0,6000000
4265,Furnished,,,,0,2100000
4266,Unfurnished,East,,Leasehold,0,12500000
4267,Unfurnished,,,,0,6500000
4268,Semi-Furnished,,,,0,3200000
4269,Unfurnished,,,,0,12000000
4270,Furnished,,,,0,5800000
4271,Furnished,,,,100000,4440000
4272,Furnished,East,,Freehold,100000,8100000
4273,Unfurnished,,,Freehold,0,6300000
4274,Unfurnished,,,,0,1750000
4275,Unfurnished,East,,Co-operative Society,0,1400000
4276,Furnished,,,,0,2000000
4277,Semi-Furnished,,1 Covered,Freehold,500000,8200000
4278,Furnished,,,,0,4500000
4279,,,,,0,7200000
4280,Furnished,North,,,0,3700000
4281,Unfurnished,,,,50000,2000000
4282,Unfurnished,East,1 Covered,Freehold,0,4800000
4283,Furnished,East,1 Covered,Freehold,0,7600000
4284,Unfurnished,East,1 Covered,Freehold,100000,6000000
4285,Unfurnished,North - East,,,1000000,6800000
4286,Unfurnished,,,,0,7200000
4287,Semi-Furnished,,,,0,4500000
4288,Unfurnished,East,,Freehold,0,6500000
4289,Unfurnished,,,,0,8500000
4290,Unfurnished,North - East,,Freehold,0,5800000
4291,Furnished,,,Freehold,0,4500000
4292,Semi-Furnished,East,,Freehold,251000,6100000
4293,Unfurnished,,,,0,2600000
4294,Unfurnished,,,,25000,1700000
4295,Furnished,,,,0,2000000
4296,Furnished,,,,0,20000000
4297,Furnished,East,,Freehold,50000,2700000
4298,Unfurnished,,,,0,4200000
4299,Unfurnished,,,,0,1400000
4300,Unfurnished,,,,0,6200000
4301,Furnished,,,,101000,4000000
4302,Unfurnished,,,Co-operative Society,0,3100000
4303,Unfurnished,East,,Freehold,100000,3000000
4304,Unfurnished,East,,,0,10500000
4305,Semi-Furnished,North,,Freehold,0,7950000
4306,Unfurnished,,,,0,4300000
4307,Unfurnished,,,,0,3000000
4308,Furnished,East,,Co-operative Society,0,5800000
4309,Unfurnished,East,,Freehold,0,8800000
4310,Unfurnished,East,,Freehold,0,7800000
4311,Semi-Furnished,,,,0,9000000
4312,Unfurnished,,,,0,4550000
4313,Furnished,East,1 Covered,Leasehold,0,6200000
4314,Semi-Furnished,,,,0,6000000
4315,Furnished,East,1 Covered,Freehold,200000,7500000
4316,Semi-Furnished,,"1 Covered, 1 Open",,500000,6700000
4317,Unfurnished,,,,500000,3600000
4318,Unfurnished,,,,0,4700000
4319,Unfurnished,,,,200000,6500000
4320,Unfurnished,,,,0,8200000
4321,Unfurnished,East,,Co-operative Society,71000,2470000
4322,Unfurnished,,,,100000,4300000
4323,Unfurnished,South - East,,Freehold,1000000,9000000
4324,Furnished,East,,Freehold,50000,3200000
4325,Semi-Furnished,,,,0,800000
4326,Furnished,West,1 Covered,Freehold,0,5100000
4327,Unfurnished,North,,,251000,7700000
4328,Furnished,East,,Freehold,100000,4600000
4329,Unfurnished,,,Freehold,0,9000000
4330,Furnished,,,,500000,7200000
4331,Unfurnished,North,6 Covered,Freehold,0,67100000
4332,Semi-Furnished,East,,Co-operative Society,51000,3500000
4333,Semi-Furnished,East,404 Covered,Freehold,500000,6500000
4334,Unfurnished,East,"1 Covered, 1 Open",Freehold,250000,6300000
4335,Semi-Furnished,,,,0,6500000
4336,Unfurnished,,,Freehold,200000,5700000
4337,Furnished,East,,Freehold,500000,250000
4338,Unfurnished,North - East,,Leasehold,500000,15000000
4339,Unfurnished,North - East,,Freehold,500000,6500000
4340,Furnished,East,,Freehold,0,9000000
4341,Furnished,,,,0,4000000
4342,,,,,0,10000000
4343,Furnished,,1 Open,Freehold,0,6200000
4344,Semi-Furnished,,,,0,7500000
4345,Furnished,,1 Open,Freehold,100000,4000000
4346,Unfurnished,North,,Co-operative Society,300000,2800000
4347,Unfurnished,,,,0,5200000
4348,Semi-Furnished,North - East,,Freehold,0,6500000
4349,Unfurnished,,2 Covered,Co-operative Society,0,11000000
4350,Unfurnished,,,,0,7500000
4351,Semi-Furnished,,,,0,3500000
4352,Semi-Furnished,,,,0,5100000
4353,Furnished,,,Co-operative Society,100000,5500000
4354,Furnished,,,,450000,4500000
4355,Furnished,,,,0,7500000
4356,Furnished,,,Freehold,100000,5500000
4357,Unfurnished,,,Freehold,0,3400000
4358,Unfurnished,,,,0,12000000
4359,Unfurnished,,,,0,8000000
4360,Semi-Furnished,,,,0,9500000
4361,Unfurnished,,,Freehold,300000,2300000
4362,Furnished,,,,0,6600000
4363,Semi-Furnished,,,,0,3450000
4364,Unfurnished,North - East,,Freehold,400000,3100000
4365,Furnished,,,,0,12100000
4366,Furnished,West,3 Covered,Freehold,500000,12000000
4367,Unfurnished,,1 Covered,Freehold,0,10000000
4368,Furnished,,,,0,15000000
4369,Unfurnished,,,,0,3600000
4370,Unfurnished,East,,Freehold,0,6800000
4371,Unfurnished,,,,0,6000000
4372,Semi-Furnished,,1 Open,,0,7500000
4373,Unfurnished,,,,0,1300000
4374,Unfurnished,East,,,51000,6300000
4375,Furnished,,,,0,6000000
4376,Unfurnished,East,,Freehold,100000,1300000
4377,,,,,0,4800000
4378,Unfurnished,North,,Co-operative Society,50000,1700000
4379,Unfurnished,,,Co-operative Society,0,2200000
4380,Unfurnished,,,Freehold,0,3000000
4381,Furnished,,,,0,8200000
4382,Unfurnished,North - East,1 Covered,Leasehold,0,7120000
4383,Unfurnished,,,Freehold,151000,6800000
4384,Furnished,,,,0,6800000
4385,Unfurnished,East,,Freehold,0,6120000
4386,Semi-Furnished,South -West,,Freehold,0,6800000
4387,Unfurnished,East,,Freehold,500000,7500000
4388,Semi-Furnished,East,,Co-operative Society,0,9500000
